status,ticket_id,priority,channel,topic,agent_group,agent_name,created_time,first_response_time,resolution_time,survey_results,product_group,support_level,country,creation_hours,first_response_hours,response_hours,SLA_status
Closed,1163,Low,Email,Product setup,1st line support,Kristos Westoll,2023-01-19 02:31:19,2023-01-19 02:37:16,2023-01-19 23:08:30,1,Ready to use Software,Tier 1,Germany,2.52,2.62,0.10,Compliant
Closed,1164,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-01-19 08:14:44,2023-01-19 10:00:37,2023-01-19 15:09:19,5,Training and Consulting Services,Tier 1,Italy,8.25,10.01,1.76,Compliant
Resolved,1165,High,Chat,Product setup,1st line support,Connor Danielovitch,2023-01-19 02:00:02,2023-01-19 02:01:24,2023-01-21 04:02:44,,Ready to use Software,Tier 1,United Kingdom,2.00,2.02,0.02,Compliant
Closed,1166,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-01-19 16:07:40,2023-01-19 16:27:09,2023-01-20 08:34:34,4,Ready to use Software,Tier 1,Poland,16.13,16.45,0.32,Compliant
Closed,1167,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-01-19 04:01:55,2023-01-19 04:02:30,2023-01-19 04:21:53,3,Ready to use Software,Tier 1,Italy,4.03,4.04,0.01,Compliant
Resolved,1168,High,Email,Other,2nd line support,Michele Whyatt,2023-01-19 18:33:13,2023-01-19 18:59:45,2023-01-20 14:33:26,,Other,Tier 2,Czech Republic,18.55,19.00,0.44,Compliant
Closed,1169,Medium,Chat,Product setup,1st line support,Nicola Wane,2023-01-19 17:03:57,2023-01-19 17:05:39,2023-01-19 21:18:49,4,Custom software development,Tier 1,Poland,17.07,17.09,0.03,Compliant
In progress,1170,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-01-19 02:59:41,2023-01-19 03:01:25,,,Ready to use Software,Tier 1,Austria,2.99,3.02,0.03,Compliant
In progress,1171,High,Email,Feature request,2nd line support,Michele Whyatt,2023-01-20 08:12:18,2023-01-20 11:23:10,,,Other,Tier 2,Germany,8.21,11.39,3.18,Compliant
In progress,1172,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-01-20 16:02:00,2023-01-20 16:31:25,,,Ready to use Software,Tier 1,Germany,16.03,16.52,0.49,Compliant
In progress,1173,Low,Email,Product setup,1st line support,Nicola Wane,2023-01-20 18:26:33,2023-01-20 18:51:24,,,Ready to use Software,Tier 1,United Kingdom,18.44,18.86,0.41,Compliant
Closed,1174,Low,Email,Product setup,1st line support,Bernard Beckley,2023-01-20 16:12:23,2023-01-20 16:41:52,2023-01-21 20:59:35,3,Ready to use Software,Tier 1,Republic of Ireland,16.21,16.70,0.49,Compliant
Closed,1175,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-01-20 18:26:56,2023-01-20 18:47:31,2023-01-23 09:12:25,5,Other,Tier 1,Greece,18.45,18.79,0.34,Compliant
In progress,1176,High,Chat,Bug report,2nd line support,Michele Whyatt,2023-01-20 12:41:24,2023-01-20 12:42:08,,,Ready to use Software,Tier 2,Germany,12.69,12.70,0.01,Compliant
In progress,1177,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-01-20 07:41:43,2023-01-20 08:16:18,,,Ready to use Software,Tier 1,Republic of Ireland,7.70,8.27,0.58,Compliant
Resolved,1178,High,Email,Other,1st line support,Nicola Wane,2023-01-20 09:35:25,2023-01-20 09:50:00,2023-01-21 08:18:23,,Ready to use Software,Tier 1,Bulgaria,9.59,9.83,0.24,Compliant
Closed,1179,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-01-20 15:19:25,2023-01-20 15:54:48,2023-01-21 11:31:26,5,Custom software development,Tier 2,Slovenia,15.32,15.91,0.59,Compliant
Resolved,1180,Low,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-01-20 08:49:49,2023-01-20 08:51:34,2023-01-21 08:32:34,,Training and Consulting Services,Tier 1,United Kingdom,8.83,8.86,0.03,Compliant
Closed,1181,Low,Email,Training request,1st line support,Bernard Beckley,2023-01-20 11:54:54,2023-01-20 12:07:47,2023-01-22 06:37:40,2,Training and Consulting Services,Tier 1,Bulgaria,11.92,12.13,0.21,Compliant
Closed,1182,High,Chat,Feature request,1st line support,Kristos Westoll,2023-01-21 08:18:41,2023-01-21 08:20:16,2023-01-21 20:06:34,4,Ready to use Software,Tier 1,Spain,8.31,8.34,0.03,Compliant
Closed,1183,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-01-21 07:43:47,2023-01-21 07:49:29,2023-01-21 18:04:08,5,Other,Tier 1,United Kingdom,7.73,7.82,0.09,Compliant
Resolved,1184,High,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-01-21 17:21:38,2023-01-21 17:22:51,2023-01-25 20:28:05,,Ready to use Software,Tier 1,Austria,17.36,17.38,0.02,Compliant
Resolved,1185,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-01-21 11:45:13,2023-01-21 11:49:43,2023-01-21 15:21:29,,Custom software development,Tier 1,Bulgaria,11.75,11.83,0.07,Compliant
Closed,1186,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-01-21 07:09:47,2023-01-21 07:45:59,2023-01-22 12:53:46,3,Training and Consulting Services,Tier 1,Greece,7.16,7.77,0.60,Compliant
In progress,1198,Medium,Email,Other,1st line support,Sheela Cutten,2023-01-22 08:50:11,2023-01-22 09:34:55,,,Ready to use Software,Tier 1,Republic of Ireland,8.84,9.58,0.75,Compliant
Resolved,1199,Low,Chat,Bug report,1st line support,Nicola Wane,2023-01-22 01:57:26,2023-01-22 01:57:51,2023-01-22 04:33:20,,Training and Consulting Services,Tier 1,Czech Republic,1.96,1.96,0.01,Compliant
Closed,1200,Medium,Email,Feature request,1st line support,Kristos Westoll,2023-01-22 06:50:05,2023-01-22 07:08:43,2023-01-22 17:52:38,1,Custom software development,Tier 1,Greece,6.83,7.15,0.31,Compliant
Resolved,1201,High,Email,Training request,1st line support,Kristos Westoll,2023-01-22 23:42:43,2023-01-23 00:06:48,2023-01-23 22:24:56,,Training and Consulting Services,Tier 1,Poland,23.71,0.11,23.60,Breached
Resolved,1202,Low,Email,Feature request,1st line support,Kristos Westoll,2023-01-22 13:18:02,2023-01-22 13:34:22,2023-01-24 12:21:26,,Other,Tier 1,United Kingdom,13.30,13.57,0.27,Compliant
Resolved,1203,Medium,Email,Bug report,1st line support,Bernard Beckley,2023-01-22 14:32:27,2023-01-22 15:02:56,2023-01-24 03:16:59,,Custom software development,Tier 1,Poland,14.54,15.05,0.51,Compliant
In progress,1204,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-01-23 02:36:31,2023-01-23 03:15:10,,,Other,Tier 1,Italy,2.61,3.25,0.64,Compliant
Resolved,1205,Low,Chat,Product setup,2nd line support,Heather Urry,2023-01-23 04:12:42,2023-01-23 04:14:34,2023-01-23 17:43:56,,Custom software development,Tier 2,Spain,4.21,4.24,0.03,Compliant
Closed,1206,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-01-23 02:29:57,2023-01-23 02:30:57,2023-01-23 12:11:13,3,Custom software development,Tier 1,Germany,2.50,2.52,0.02,Compliant
In progress,1207,Low,Email,Feature request,1st line support,Kristos Westoll,2023-01-23 20:37:56,2023-01-23 21:15:22,,,Ready to use Software,Tier 1,Greece,20.63,21.26,0.62,Compliant
Resolved,1208,Low,Email,Product setup,1st line support,Sheela Cutten,2023-01-23 16:44:16,2023-01-23 20:36:59,2023-01-23 20:47:18,,Ready to use Software,Tier 1,Germany,16.74,20.62,3.88,Compliant
Closed,1209,Medium,Chat,Feature request,1st line support,Sheela Cutten,2023-01-23 13:00:51,2023-01-23 13:01:49,2023-01-23 18:35:27,5,Ready to use Software,Tier 1,United Kingdom,13.01,13.03,0.02,Compliant
In progress,1210,Low,Email,Other,2nd line support,Michele Whyatt,2023-01-23 06:36:19,2023-01-23 06:45:00,,,Custom software development,Tier 2,Germany,6.61,6.75,0.14,Compliant
Closed,1211,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-01-24 15:26:28,2023-01-24 16:20:28,2023-01-25 12:08:26,4,Training and Consulting Services,Tier 1,United Kingdom,15.44,16.34,0.90,Compliant
Closed,1213,High,Email,Other,1st line support,Sheela Cutten,2023-01-24 11:08:04,2023-01-24 12:02:52,2023-01-25 17:16:23,5,Other,Tier 1,Poland,11.13,12.05,0.91,Compliant
Closed,1214,Low,Chat,Other,1st line support,Sheela Cutten,2023-01-24 07:06:15,2023-01-24 07:07:53,2023-01-24 14:26:32,5,Ready to use Software,Tier 1,United Kingdom,7.10,7.13,0.03,Compliant
Resolved,1216,Medium,Email,Product setup,1st line support,Nicola Wane,2023-01-24 21:48:35,2023-01-24 22:20:36,2023-01-30 05:47:44,,Ready to use Software,Tier 1,Austria,21.81,22.34,0.53,Compliant
In progress,1217,High,Email,Other,2nd line support,Heather Urry,2023-01-24 16:15:21,2023-01-24 16:41:24,,,Other,Tier 2,Republic of Ireland,16.26,16.69,0.43,Compliant
Resolved,1218,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-01-24 12:06:06,2023-01-24 12:06:38,2023-01-24 13:21:30,,Ready to use Software,Tier 1,Czech Republic,12.10,12.11,0.01,Compliant
Resolved,1219,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-01-24 17:44:33,2023-01-24 18:24:02,2023-01-26 06:26:43,,Ready to use Software,Tier 1,Germany,17.74,18.40,0.66,Compliant
Closed,1220,Low,Chat,Feature request,2nd line support,Heather Urry,2023-01-25 15:47:08,2023-01-25 15:50:33,2023-01-26 00:23:13,3,Ready to use Software,Tier 2,Slovenia,15.79,15.84,0.06,Compliant
Resolved,1221,Medium,Email,Bug report,2nd line support,Heather Urry,2023-01-25 15:29:35,2023-01-25 23:19:35,2023-01-25 16:52:46,,Custom software development,Tier 2,Greece,15.49,23.33,7.83,Breached
Closed,1222,Medium,Email,Product setup,1st line support,Nicola Wane,2023-01-25 09:37:54,2023-01-25 09:50:47,2023-01-27 00:23:31,3,Training and Consulting Services,Tier 1,Czech Republic,9.63,9.85,0.21,Compliant
Resolved,1223,Medium,Email,Feature request,1st line support,Kristos Westoll,2023-01-25 22:34:37,2023-01-25 22:43:08,2023-01-26 08:09:09,,Other,Tier 1,United Kingdom,22.58,22.72,0.14,Compliant
Closed,1224,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-01-25 08:08:00,2023-01-25 08:57:55,2023-01-25 15:08:33,4,Ready to use Software,Tier 1,Republic of Ireland,8.13,8.97,0.83,Compliant
Resolved,1225,High,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-01-25 06:10:06,2023-01-25 06:44:03,2023-01-26 11:27:23,,Ready to use Software,Tier 1,Italy,6.17,6.73,0.57,Compliant
In progress,1226,Low,Phone,Feature request,1st line support,Sheela Cutten,2023-01-25 11:33:23,2023-01-25 11:36:04,,,Ready to use Software,Tier 1,Greece,11.56,11.60,0.04,Compliant
Resolved,1227,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-01-26 08:15:02,2023-01-26 08:17:00,2023-01-26 22:11:02,,Custom software development,Tier 1,Poland,8.25,8.28,0.03,Compliant
Closed,1228,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-01-26 22:03:36,2023-01-26 22:43:44,2023-01-27 07:01:51,5,Training and Consulting Services,Tier 1,Republic of Ireland,22.06,22.73,0.67,Compliant
Resolved,1229,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-01-26 20:20:10,2023-01-26 21:19:18,2023-01-27 08:25:16,,Ready to use Software,Tier 1,Bulgaria,20.34,21.32,0.99,Compliant
Resolved,1230,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-01-26 14:36:49,2023-01-26 15:25:19,2023-01-28 12:46:00,,Training and Consulting Services,Tier 1,France,14.61,15.42,0.81,Compliant
Closed,1231,Low,Email,Feature request,2nd line support,Heather Urry,2023-01-26 22:13:13,2023-01-26 22:19:21,2023-01-28 07:28:47,1,Ready to use Software,Tier 2,Italy,22.22,22.32,0.10,Compliant
Resolved,1232,Low,Chat,Product setup,1st line support,Nicola Wane,2023-01-26 16:23:13,2023-01-26 16:24:37,2023-01-26 23:11:54,,Ready to use Software,Tier 1,Italy,16.39,16.41,0.02,Compliant
In progress,1233,High,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-01-26 03:27:40,2023-01-26 03:43:57,,,Ready to use Software,Tier 2,Italy,3.46,3.73,0.27,Compliant
Closed,1234,High,Email,Product setup,1st line support,Connor Danielovitch,2023-01-26 23:23:34,2023-01-26 23:47:56,2023-01-27 08:30:36,3,Custom software development,Tier 1,Germany,23.39,23.80,0.41,Compliant
In progress,1235,Medium,Phone,Bug report,1st line support,Nicola Wane,2023-01-27 16:27:39,2023-01-27 16:28:57,,,Custom software development,Tier 1,Republic of Ireland,16.46,16.48,0.02,Compliant
Resolved,1236,Medium,Phone,Pricing and licensing,1st line support,Nicola Wane,2023-01-27 02:57:53,2023-01-27 16:31:18,2023-01-28 18:10:24,,Ready to use Software,Tier 1,France,2.96,16.52,13.56,Breached
Closed,1237,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-01-27 22:18:17,2023-01-27 22:32:55,2023-01-28 23:14:19,4,Other,Tier 1,United Kingdom,22.30,22.55,0.24,Compliant
Closed,1238,Low,Chat,Feature request,1st line support,Nicola Wane,2023-01-27 15:35:12,2023-01-27 15:36:34,2023-01-27 23:35:09,4,Ready to use Software,Tier 1,Greece,15.59,15.61,0.02,Compliant
Resolved,1239,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-01-27 21:11:53,2023-01-27 21:22:49,2023-01-31 23:41:59,,Ready to use Software,Tier 1,United Kingdom,21.20,21.38,0.18,Compliant
In progress,1240,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-01-27 06:05:21,2023-01-27 06:06:23,,,Custom software development,Tier 1,France,6.09,6.11,0.02,Compliant
Resolved,1241,Medium,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-01-27 01:00:46,2023-01-27 01:02:05,2023-01-27 01:38:40,,Ready to use Software,Tier 1,Italy,1.01,1.03,0.02,Compliant
Closed,1242,Medium,Phone,Pricing and licensing,2nd line support,Heather Urry,2023-01-27 10:22:29,2023-01-27 10:22:55,2023-01-27 16:43:18,2,Ready to use Software,Tier 2,Slovenia,10.37,10.38,0.01,Compliant
Resolved,1243,Medium,Phone,Pricing and licensing,1st line support,Sheela Cutten,2023-01-27 20:50:46,2023-01-27 20:50:57,2023-01-28 05:02:40,,Training and Consulting Services,Tier 1,Slovenia,20.85,20.85,0.00,Compliant
Resolved,1244,Low,Email,Product setup,1st line support,Nicola Wane,2023-01-27 08:33:52,2023-01-27 08:47:05,2023-01-28 10:03:00,,Ready to use Software,Tier 1,France,8.56,8.78,0.22,Compliant
In progress,1245,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-01-27 21:50:03,2023-01-27 21:58:33,,,Ready to use Software,Tier 1,Greece,21.83,21.98,0.14,Compliant
Closed,1246,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-01-27 17:51:27,2023-01-27 18:37:33,2023-01-28 21:33:47,5,Custom software development,Tier 1,Czech Republic,17.86,18.63,0.77,Compliant
Closed,1247,High,Chat,Other,1st line support,Connor Danielovitch,2023-01-28 13:39:05,2023-01-28 13:40:14,2023-01-29 07:08:28,4,Custom software development,Tier 1,Poland,13.65,13.67,0.02,Compliant
Resolved,1248,Low,Email,Product setup,2nd line support,Heather Urry,2023-01-28 20:03:25,2023-01-28 20:33:08,2023-01-29 01:44:16,,Ready to use Software,Tier 2,Republic of Ireland,20.06,20.55,0.50,Compliant
Closed,1254,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-01-28 12:06:28,2023-01-28 12:10:09,2023-01-28 14:28:16,3,Custom software development,Tier 1,Italy,12.11,12.17,0.06,Compliant
Closed,1255,Medium,Phone,Other,2nd line support,Heather Urry,2023-01-28 21:26:52,2023-01-28 21:28:27,2023-01-28 21:42:41,3,Ready to use Software,Tier 2,France,21.45,21.47,0.03,Compliant
Closed,1256,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-01-29 00:51:51,2023-01-29 00:54:36,2023-01-29 01:38:25,3,Custom software development,Tier 1,United Kingdom,0.86,0.91,0.05,Compliant
In progress,1257,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-01-29 11:27:02,2023-01-29 12:08:48,,,Other,Tier 1,Poland,11.45,12.15,0.70,Compliant
Closed,1258,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-01-29 07:22:44,2023-01-29 07:24:23,2023-01-29 10:31:49,4,Ready to use Software,Tier 2,Austria,7.38,7.41,0.03,Compliant
Closed,1259,High,Email,Bug report,1st line support,Sheela Cutten,2023-01-29 02:59:46,2023-01-29 06:22:31,2023-01-31 00:27:29,3,Training and Consulting Services,Tier 1,Spain,3.00,6.38,3.38,Compliant
Closed,1260,Low,Phone,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-01-29 20:28:55,2023-01-29 20:29:31,2023-01-31 14:01:18,4,Custom software development,Tier 1,Germany,20.48,20.49,0.01,Compliant
Resolved,1266,Medium,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-01-29 22:11:14,2023-01-29 22:43:30,2023-02-03 14:45:48,,Training and Consulting Services,Tier 2,Austria,22.19,22.73,0.54,Compliant
Resolved,1267,High,Email,Bug report,1st line support,Kristos Westoll,2023-01-29 05:19:55,2023-01-29 05:49:38,2023-01-30 14:04:22,,Training and Consulting Services,Tier 1,Republic of Ireland,5.33,5.83,0.50,Compliant
Closed,1268,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-01-30 04:04:14,2023-01-30 04:35:02,2023-01-30 15:12:54,4,Other,Tier 1,Poland,4.07,4.58,0.51,Compliant
Closed,1269,Medium,Chat,Product setup,1st line support,Nicola Wane,2023-01-30 12:20:07,2023-01-30 12:21:53,2023-01-30 19:18:18,2,Custom software development,Tier 1,Bulgaria,12.34,12.36,0.03,Compliant
Resolved,1270,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-01-30 02:02:01,2023-01-30 02:52:03,2023-01-31 12:39:25,,Custom software development,Tier 1,Czech Republic,2.03,2.87,0.83,Compliant
In progress,1271,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-01-30 14:51:28,2023-01-30 14:54:02,,,Custom software development,Tier 1,Slovenia,14.86,14.90,0.04,Compliant
Resolved,1272,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-01-30 20:29:50,2023-01-30 20:31:02,2023-01-30 22:10:57,,Other,Tier 1,Germany,20.50,20.52,0.02,Compliant
Closed,1273,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-01-30 16:27:43,2023-01-30 16:29:33,2023-01-30 23:17:01,4,Custom software development,Tier 1,Italy,16.46,16.49,0.03,Compliant
Closed,1274,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-01-30 19:13:05,2023-01-30 19:49:41,2023-01-31 06:09:58,5,Custom software development,Tier 1,Poland,19.22,19.83,0.61,Compliant
Closed,1275,High,Chat,Product setup,1st line support,Nicola Wane,2023-01-30 03:48:00,2023-01-30 03:48:31,2023-01-30 04:47:39,3,Other,Tier 1,United Kingdom,3.80,3.81,0.01,Compliant
In progress,1276,Low,Chat,Product setup,1st line support,Nicola Wane,2023-01-30 16:43:16,2023-01-30 16:44:18,,,Training and Consulting Services,Tier 1,Germany,16.72,16.74,0.02,Compliant
In progress,1277,Low,Email,Feature request,1st line support,Nicola Wane,2023-01-31 09:59:04,2023-01-31 11:08:28,,,Custom software development,Tier 1,France,9.98,11.14,1.16,Compliant
Closed,1278,High,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-01-31 08:43:50,2023-01-31 08:59:04,2023-01-31 15:38:55,3,Custom software development,Tier 1,Slovenia,8.73,8.98,0.25,Compliant
Closed,1279,High,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-01-31 23:25:32,2023-01-31 23:29:34,2023-02-01 11:02:17,4,Custom software development,Tier 1,Italy,23.43,23.49,0.07,Compliant
Resolved,1280,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-01-31 12:27:46,2023-01-31 12:29:39,2023-01-31 15:58:40,,Custom software development,Tier 1,Germany,12.46,12.49,0.03,Compliant
Resolved,1281,High,Email,Product setup,2nd line support,Heather Urry,2023-01-31 12:56:35,2023-01-31 13:16:06,2023-02-02 01:02:20,,Training and Consulting Services,Tier 2,Republic of Ireland,12.94,13.27,0.33,Compliant
Resolved,1282,Medium,Email,Feature request,1st line support,Nicola Wane,2023-01-31 21:52:19,2023-01-31 22:18:48,2023-02-01 19:15:36,,Custom software development,Tier 1,Bulgaria,21.87,22.31,0.44,Compliant
Closed,1283,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-02-01 11:03:29,2023-02-01 11:18:27,2023-02-02 06:17:38,4,Custom software development,Tier 1,Republic of Ireland,11.06,11.31,0.25,Compliant
Closed,1284,Medium,Email,Product setup,2nd line support,Heather Urry,2023-02-01 10:07:38,2023-02-01 11:02:02,2023-02-02 09:11:15,1,Other,Tier 2,Austria,10.13,11.03,0.91,Compliant
